area,area_title,occCode,occTitle,jobs_1000,h_mean, a_mean , a_pct25 , a_median , a_pct75 , a_pct90 ,Rent50_3,Rent50_4,county,county_town_name,pop2010,state_alpha,ratio
48620,"Wichita, KS",15-1134,Web Developers,0.502,27.06,56290,35900,48880,71820,93410,1094,1206,173,Sedgwick County,498365,KS,0.2685761047
31180,"Lubbock, TX",15-1134,Web Developers,0.325,25.03,52070,26380,53310,67430,96930,1195,1377,303,Lubbock County,278831,TX,0.2689926843
37340,"Palm Bay-Melbourne-Titusville, FL",15-1134,Web Developers,0.796,30.14,62680,42400,55720,73060,97140,1260,1499,9,Brevard County,543376,FL,0.2713567839
47940,"Waterloo-Cedar Falls, IA",15-1134,Web Developers,0.536,26.45,55020,38460,45180,66250,76250,1022,1362,13,Black Hawk County,131090,IA,0.2714475432
28140,"Kansas City, MO-KS",15-1134,Web Developers,0.908,27.93,58090,37850,54910,75780,95930,1243,1384,95,Jackson County,674158,MO,0.2716445092
22020,"Fargo, ND-MN",15-1134,Web Developers,1.011,25.99,54060,40380,47110,65150,78630,1067,1262,17,Cass County,149778,ND,0.271789429
30860,"Logan, UT-ID",15-1134,Web Developers,1.259,22.24,46260,29480,41220,57540,78080,935,1141,5,Cache County,112656,UT,0.2721979622
45300,"Tampa-St. Petersburg-Clearwater, FL",15-1134,Web Developers,1.1,29.74,61870,45650,59390,75610,92000,1349,1616,57,Hillsborough County,1229226,FL,0.2725711399
41100,"St. George, UT",15-1134,Web Developers,1.384,23.59,49060,41630,48110,58970,68030,1100,1413,53,Washington County,138115,UT,0.2743712326
45220,"Tallahassee, FL",15-1134,Web Developers,0.999,29.01,60340,41120,53260,78730,102590,1236,1680,73,Leon County,275487,FL,0.278482914
41420,"Salem, OR",15-1134,Web Developers,0.722,26.38,54880,43000,51980,64000,76740,1207,1451,47,Marion County,315335,OR,0.2786456329
40900,"Sacramento--Arden-Arcade--Roseville, CA",15-1134,Web Developers,0.989,33.39,69450,46210,67890,89770,111760,1580,1899,67,Sacramento County,1418788,CA,0.2792752983
29180,"Lafayette, LA",15-1134,Web Developers,0.394,25.78,53610,36000,47550,66790,92070,1108,1370,55,Lafayette Parish,221578,LA,0.2796214511
14540,"Bowling Green, KY",15-1134,Web Developers,0.586,21.24,44190,29290,37400,52830,71010,875,1058,227,Warren County,113792,KY,0.2807486631
36740,"Orlando-Kissimmee-Sanford, FL",15-1134,Web Developers,0.933,29.87,62130,43820,58770,76920,96550,1380,1670,95,Orange County,1145956,FL,0.2817764165
30980,"Longview, TX",15-1134,Web Developers,0.596,24.18,50290,38470,45470,58510,75670,1071,1376,183,Gregg County,121730,TX,0.2826478997
25060,"Gulfport-Biloxi, MS",15-1134,Web Developers,**,21.96,45670,34250,48140,56400,60670,1137,1211,47,Harrison County,187105,MS,0.2834233486
16620,"Charleston, WV",15-1134,Web Developers,0.45,23,47840,35770,43190,61400,73340,1024,1160,39,Kanawha County,193063,WV,0.2845103033
15940,"Canton-Massillon, OH",15-1134,Web Developers,0.681,21.42,44560,27190,38740,57660,82280,923,992,151,Stark County,375586,OH,0.2859060403
29460,"Lakeland-Winter Haven, FL",15-1134,Web Developers,0.895,27.36,56920,41810,49340,68520,91890,1177,1433,105,Polk County,602095,FL,0.2862586137
76900,"Portsmouth, NH-ME",15-1134,Web Developers,1.994,32.62,67840,54040,65080,79550,97610,1559,1627,17,Dover city,29987,NH,0.2874615857
38060,"Phoenix-Mesa-Glendale, AZ",15-1134,Web Developers,1.139,32.06,66690,43430,58780,89100,112480,1410,1647,13,Maricopa County,3817117,AZ,0.2878530112
21660,"Eugene-Springfield, OR",15-1134,Web Developers,1.007,28.75,59800,39970,52820,82480,99540,1270,1490,39,Lane County,351715,OR,0.2885270731
16820,"Charlottesville, VA",15-1134,Web Developers,1.839,28.08,58400,42140,56010,73590,88090,1351,1533,3,Albemarle County,98970,VA,0.2894483128
41940,"San Jose-Sunnyvale-Santa Clara, CA",15-1134,Web Developers,2.656,51.24,106580,78070,102860,136770,166840,2503,2837,85,Santa Clara County,1781642,CA,0.2920085553
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",15-1134,Web Developers,0.351,21.49,44700,37770,43700,52030,61680,1064,1248,51,Horry County,269291,SC,0.292173913
45940,"Trenton-Ewing, NJ",15-1134,Web Developers,0.567,34.08,70880,56200,69920,85120,98690,1705,1971,21,Mercer County,366513,NJ,0.2926201373
45060,"Syracuse, NY",15-1134,Web Developers,0.588,25.85,53770,37120,45420,64500,96430,1111,1220,67,Onondaga County,467026,NY,0.2935270806
41980,"San Juan-Caguas-Guaynabo, PR",15-1134,Web Developers,0.148,18.27,38010,27930,35820,44730,56860,877,1055,127,San Juan Municipio,395326,PR,0.2938023451
11460,"Ann Arbor, MI",15-1134,Web Developers,1.284,28.07,58390,42640,56920,73140,88740,1397,1810,161,Washtenaw County,344791,MI,0.2945186226
15980,"Cape Coral-Fort Myers, FL",15-1134,Web Developers,1.032,25.88,53830,37560,52570,60990,88330,1293,1331,71,Lee County,618754,FL,0.2951493247
71950,"Bridgeport-Stamford-Norwalk, CT",15-1134,Web Developers,1.5,33.3,69270,46560,66420,90230,110010,1642,1778,1,Bridgeport town,144229,CT,0.2966576332
41500,"Salinas, CA",15-1134,Web Developers,0.704,37.47,77930,62200,77860,92560,110260,1928,2156,53,Monterey County,415057,CA,0.2971487285
13460,"Bend, OR",15-1134,Web Developers,0.98,27.99,58220,40630,48250,70970,89840,1202,1438,17,Deschutes County,157733,OR,0.2989430052
45104,"Tacoma, WA Metropolitan Division",15-1134,Web Developers,0.716,32.96,68550,51370,62320,82200,101240,1563,1879,53,Pierce County,795225,WA,0.3009627728
72400,"Burlington-South Burlington, VT",15-1134,Web Developers,2.999,33.67,70030,51930,68420,82850,105800,1717,2016,7,Burlington city,42417,VT,0.3011400175
35840,"North Port-Bradenton-Sarasota, FL",15-1134,Web Developers,1.027,25.07,52150,40960,53850,61460,71380,1355,1591,115,Sarasota County,379448,FL,0.3019498607
74950,"Manchester, NH",15-1134,Web Developers,2.151,27.26,56700,45360,55340,65220,88510,1395,1579,11,Manchester city,109565,NH,0.3024936755
29820,"Las Vegas-Paradise, NV",15-1134,Web Developers,0.505,30.5,63440,50280,60350,73700,92180,1530,1816,3,Clark County,1951269,NV,0.3042253521
42340,"Savannah, GA",15-1134,Web Developers,**,26.74,55620,42190,47840,69790,91160,1218,1444,51,Chatham County,265128,GA,0.3055183946
23540,"Gainesville, FL",15-1134,Web Developers,0.817,28.15,58560,37850,48650,67120,83970,1247,1621,1,Alachua County,247336,FL,0.3075847893
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",15-1134,Web Developers,1.971,40.28,83780,60740,82860,106190,126890,2127,2671,59,Fairfax County,1081726,VA,0.3080376539
43900,"Spartanburg, SC",15-1134,Web Developers,0.285,18.37,38210,30230,37330,46330,55360,964,1084,83,Spartanburg County,284307,SC,0.3098848111
48900,"Wilmington, NC",15-1134,Web Developers,0.636,20.71,43080,28120,44350,55970,65700,1146,1307,129,New Hanover County,202667,NC,0.3100789177
46220,"Tuscaloosa, AL",15-1134,Web Developers,0.657,21.15,44000,31400,42110,57490,72310,1090,1237,125,Tuscaloosa County,194656,AL,0.3106150558
36500,"Olympia, WA",15-1134,Web Developers,0.818,28.23,58710,43830,55400,69990,85330,1436,1757,67,Thurston County,252264,WA,0.3110469314
71654,"Boston-Cambridge-Quincy, MA NECTA Division",15-1134,Web Developers,1.553,38.05,79140,59150,75990,94380,116840,1970,2142,25,Boston city,617594,MA,0.3110935649
33700,"Modesto, CA",15-1134,Web Developers,0.381,28.89,60100,33810,54520,84220,107140,1418,1645,99,Stanislaus County,514453,CA,0.3121056493
34940,"Naples-Marco Island, FL",15-1134,Web Developers,0.525,27.31,56810,46160,54750,65100,75950,1424,1753,21,Collier County,321520,FL,0.312109589
19740,"Denver-Aurora-Broomfield, CO",15-1134,Web Developers,1.231,31.71,65960,45470,57820,80840,109470,1504,1744,31,Denver County,600158,CO,0.3121411276
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1134,Web Developers,0.735,30.71,63870,46230,59420,76630,95450,1562,1966,810,Virginia Beach city,437994,VA,0.3154493437
20740,"Eau Claire, WI",15-1134,Web Developers,0.721,22.42,46630,39930,44180,49100,65580,1163,1205,35,Eau Claire County,98736,WI,0.3158895428
12580,"Baltimore-Towson, MD",15-1134,Web Developers,1.623,35.99,74850,30500,60500,104920,161390,1599,1741,5,Baltimore County,805029,MD,0.3171570248
72850,"Danbury, CT",15-1134,Web Developers,0.607,37.46,77920,65620,79800,90740,98180,2112,2672,1,Danbury town,80893,CT,0.317593985
71650,"Boston-Cambridge-Quincy, MA-NH",15-1134,Web Developers,1.412,37.24,77460,56270,74190,93580,116790,1970,2142,25,Boston city,617594,MA,0.3186413263
70900,"Barnstable Town, MA",15-1134,Web Developers,0.305,30.4,63240,52550,61980,78420,89880,1649,1732,1,Barnstable Town city,45193,MA,0.3192642788
72104,"Brockton-Bridgewater-Easton, MA NECTA Division",15-1134,Web Developers,0.481,31.76,66060,51890,58410,80960,95240,1555,1647,23,Brockton city,93810,MA,0.3194658449
35084,"Newark-Union, NJ-PA Metropolitan Division",15-1134,Web Developers,0.547,35.3,73430,51280,65350,94620,119550,1752,2002,13,Essex County,783969,NJ,0.3217138485
35380,"New Orleans-Metairie-Kenner, LA",15-1134,Web Developers,0.54,23.78,49470,35520,47130,57020,67680,1268,1534,51,Jefferson Parish,432552,LA,0.3228516868
18880,"Crestview-Fort Walton Beach-Destin, FL",15-1134,Web Developers,0.455,27.43,57060,37810,50880,62580,80850,1387,1621,91,Okaloosa County,180822,FL,0.3271226415
39100,"Poughkeepsie-Newburgh-Middletown, NY",15-1134,Web Developers,0.687,29.68,61720,44250,61240,75640,91870,1672,1784,71,Orange County,372813,NY,0.3276290007
48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",15-1134,Web Developers,1.59,30.15,62720,46210,59200,80170,94820,1623,1938,99,Palm Beach County,1320134,FL,0.3289864865
30700,"Lincoln, NE",15-1134,Web Developers,1.413,20.98,43650,28750,37680,55950,74420,1041,1300,109,Lancaster County,285407,NE,0.3315286624
43340,"Shreveport-Bossier City, LA",15-1134,Web Developers,**,21.03,43730,30940,36310,51980,66640,1005,1100,17,Caddo Parish,254969,LA,0.3321399064
22380,"Flagstaff, AZ",15-1134,Web Developers,0.61,25.72,53490,42460,49940,61160,84080,1383,1763,5,Coconino County,134421,AZ,0.3323187825
27060,"Ithaca, NY",15-1134,Web Developers,1.463,28.48,59240,49080,60910,71530,78090,1687,1693,109,Tompkins County,101564,NY,0.3323592185
17660,"Coeur d'Alene, ID",15-1134,Web Developers,0.682,21.81,45370,33280,40580,63660,73720,1125,1386,55,Kootenai County,138494,ID,0.3326761952
46060,"Tucson, AZ",15-1134,Web Developers,0.764,24.24,50420,35780,45080,57870,80350,1251,1489,19,Pima County,980263,AZ,0.3330079858
34900,"Napa, CA",15-1134,Web Developers,0.49,40.3,83830,48570,78350,109580,161860,2187,2195,55,Napa County,136484,CA,0.3349585195
40140,"Riverside-San Bernardino-Ontario, CA",15-1134,Web Developers,0.462,30.68,63820,39220,56610,83610,117020,1582,1930,65,Riverside County,2189641,CA,0.3353471118
35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",15-1134,Web Developers,1.324,38.41,79900,55070,73410,96800,132880,2056,2304,47,Kings County,2504700,NY,0.336085002
23420,"Fresno, CA",15-1134,Web Developers,0.237,24.18,50300,34630,43920,66800,77330,1234,1440,19,Fresno County,930450,CA,0.3371584699
17820,"Colorado Springs, CO",15-1134,Web Developers,1.347,26.16,54410,35760,45840,70320,92590,1288,1548,41,El Paso County,622263,CO,0.3371727749
14260,"Boise City-Nampa, ID",15-1134,Web Developers,1.795,20.51,42660,23230,39460,59190,74000,1114,1238,1,Ada County,392365,ID,0.3387734415
36100,"Ocala, FL",15-1134,Web Developers,0.356,22.04,45850,30010,39790,55010,63510,1129,1133,83,Marion County,331298,FL,0.3404875597
49020,"Winchester, VA-WV",15-1134,Web Developers,0.589,20.83,43330,37950,41920,45890,49100,1193,1489,69,Frederick County,78305,VA,0.3415076336
25180,"Hagerstown-Martinsburg, MD-WV",15-1134,Web Developers,0.502,26.46,55040,39710,49940,57560,72980,1436,1457,43,Washington County,147430,MD,0.3450540649
44180,"Springfield, MO",15-1134,Web Developers,0.516,19.8,41180,23740,35300,57340,72570,1022,1026,77,Greene County,275174,MO,0.3474220963
37860,"Pensacola-Ferry Pass-Brent, FL",15-1134,Web Developers,1.017,21.5,44710,34290,41130,47530,70060,1200,1556,33,Escambia County,297619,FL,0.3501094092
42220,"Santa Rosa-Petaluma, CA",15-1134,Web Developers,1.763,32.88,68380,38550,66970,90950,112430,1960,2297,97,Sonoma County,483878,CA,0.3512020308
21340,"El Paso, TX",15-1134,Web Developers,0.359,19.79,41170,27350,39290,54720,65110,1151,1381,141,El Paso County,800647,TX,0.351539832
14500,"Boulder, CO",15-1134,Web Developers,3.263,30.81,64090,43840,62940,80110,93860,1857,2206,13,Boulder County,294567,CO,0.3540514776
32780,"Medford, OR",15-1134,Web Developers,0.665,23.98,49880,30050,43610,57070,102340,1289,1453,29,Jackson County,203206,OR,0.3546892914
11260,"Anchorage, AK",15-1134,Web Developers,0.26,29.64,61640,48170,60500,74950,96660,1796,2159,20,Anchorage Municipality,291826,AK,0.356231405
39460,"Punta Gorda, FL",15-1134,Web Developers,1.024,30.33,63080,33120,43140,70290,149810,1295,1300,15,Charlotte County,159978,FL,0.3602225313
76750,"Portland-South Portland-Biddeford, ME",15-1134,Web Developers,1.049,26.58,55290,41850,46680,61710,92230,1409,1480,5,Portland city,66194,ME,0.3622107969
31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1134,Web Developers,1.18,33.65,70000,47120,67180,90410,113000,2061,2296,37,Los Angeles County,9818605,CA,0.3681452813
41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",15-1134,Web Developers,3.113,45.96,95600,65240,94770,125390,148650,2915,3524,75,San Francisco County,805235,CA,0.3691041469
41740,"San Diego-Carlsbad-San Marcos, CA",15-1134,Web Developers,1.467,33.69,70070,44190,68690,93180,113140,2134,2600,73,San Diego County,3095313,CA,0.3728053574
33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-1134,Web Developers,0.822,28.35,58970,45310,55420,70350,86910,1722,2012,86,Miami-Dade County,2496435,FL,0.3728617827
17780,"College Station-Bryan, TX",15-1134,Web Developers,0.974,21.65,45030,35400,42410,52960,63220,1323,1586,41,Brazos County,194851,TX,0.3743456732
14020,"Bloomington, IN",15-1134,Web Developers,0.756,18.3,38070,32440,37020,42970,48040,1155,1467,105,Monroe County,137974,IN,0.3743922204
46340,"Tyler, TX",15-1134,Web Developers,0.733,22.18,46140,35160,38790,52940,71610,1226,1235,423,Smith County,209714,TX,0.3792730085
36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",15-1134,Web Developers,1.175,38.57,80230,63690,74810,96470,123700,2370,2908,1,Alameda County,1510271,CA,0.3801630798
39900,"Reno-Sparks, NV",15-1134,Web Developers,0.908,24.51,50970,35550,45630,59970,72280,1449,1741,31,Washoe County,421407,NV,0.3810650888
28740,"Kingston, NY",15-1134,Web Developers,0.721,22.74,47300,41420,45600,49790,62670,1487,1722,111,Ulster County,182493,NY,0.3913157895
75404,"Nashua, NH-MA NECTA Division",15-1134,Web Developers,1.357,22.69,47190,39490,51060,58680,65310,1696,1969,11,Nashua city,86494,NH,0.3985898942
41860,"San Francisco-Oakland-Fremont, CA",15-1134,Web Developers,2.172,44.02,91560,64460,87540,119780,145130,2915,3524,75,San Francisco County,805235,CA,0.3995887594
42020,"San Luis Obispo-Paso Robles, CA",15-1134,Web Developers,0.594,28.4,59070,50660,57190,64420,84970,1905,1987,79,San Luis Obispo County,269637,CA,0.3997202308
12540,"Bakersfield-Delano, CA",15-1134,Web Developers,0.315,24.61,51190,32870,38130,61970,88680,1274,1539,29,Kern County,839631,CA,0.4009441385
19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-1134,Web Developers,1.01,21.01,43700,32300,37900,54480,69640,1273,1371,127,Volusia County,494593,FL,0.403060686
37100,"Oxnard-Thousand Oaks-Ventura, CA",15-1134,Web Developers,0.661,31.23,64970,45860,65210,81580,94170,2192,2537,111,Ventura County,823318,CA,0.4033737157
35004,"Nassau-Suffolk, NY Metropolitan Division",15-1134,Web Developers,0.432,35.05,72910,50480,67590,90030,115590,2286,2632,103,Suffolk County,1493350,NY,0.4058588549
75700,"New Haven, CT",15-1134,Web Developers,0.497,25.78,53630,32760,44810,67000,92400,1523,1690,9,New Haven town,129779,CT,0.4078553894
17020,"Chico, CA",15-1134,Web Developers,0.565,21.07,43820,33620,37770,52740,64430,1295,1606,7,Butte County,220000,CA,0.4114376489
34580,"Mount Vernon-Anacortes, WA",15-1134,Web Developers,0.99,21.43,44560,34690,38440,46850,76990,1334,1338,57,Skagit County,116901,WA,0.4164412071
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-1134,Web Developers,1.124,26.86,55870,38240,47600,72700,92260,1797,2232,11,Broward County,1748066,FL,0.4530252101
42100,"Santa Cruz-Watsonville, CA",15-1134,Web Developers,0.959,29.76,61890,42760,56960,70820,107440,2217,2473,87,Santa Cruz County,262382,CA,0.4670646067
33540,"Missoula, MT",15-1134,Web Developers,1.467,16.9,35150,21630,32560,45700,60220,1283,1585,63,Missoula County,109299,MT,0.4728501229
29940,"Lawrence, KS",15-1134,Web Developers,**,18.52,38520,24260,29590,46380,78680,1221,1342,45,Douglas County,110826,KS,0.4951672862
42060,"Santa Barbara-Santa Maria-Goleta, CA",15-1134,Web Developers,1.508,25.43,52900,35500,43520,67380,92700,1918,2220,83,Santa Barbara County,423895,CA,0.5288602941
22660,"Fort Collins-Loveland, CO",15-1134,Web Developers,1.381,19.8,41190,25920,30590,50870,73850,1401,1684,69,Larimer County,299630,CO,0.5495913697
